employee_id,full_name,age,age_band,education_level,hire_date,exit_date,is_active,tenure_days,department,job_role,job_level,employment_type,base_salary_annual,store_id,manager_id,manager_name,manager_status
EMP000156,David Martinez,31,25-34,Bachelor's,2021-01-15,2022-02-14,False,395,Store Operations,Cashier,Entry,Full-time,24420.55,STR014,EMP001305,Tina Walter,Senior Manager
EMP000157,Bryan Herrera,47,45-54,High School,2018-06-04,,True,2841,Store Operations,Cashier,Entry,Full-time,28721.36,STR150,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000158,Cathy Robinson,41,35-44,Bachelor's,2018-03-09,2023-09-11,False,2012,Store Operations,Cashier,Entry,Full-time,29616.2,STR146,EMP002163,Mr. William Ward,Manager
EMP000159,Dr. William Warren,33,25-34,Some College,2020-10-21,,True,1971,Store Operations,Sales Associate,Associate,Full-time,30851.65,STR047,EMP002585,Kara Rogers,Senior Manager
EMP000160,Brian Lee,35,35-44,High School,2021-07-04,,True,1715,Store Operations,Cashier,Entry,Full-time,29282.16,STR113,EMP002684,David James,Senior Manager
EMP000161,Christopher Smith,33,25-34,High School,2021-05-06,,True,1774,Store Operations,Sales Associate,Associate,Part-time,19448.04,STR049,EMP002712,Scott Meza,Senior Manager
EMP000162,Denise Mccann,29,25-34,Bachelor's,2021-10-26,,True,1601,Store Operations,Sales Associate,Associate,Part-time,21352.6,STR041,EMP000053,Rebecca Valencia,Manager
EMP000163,Melissa Martinez,33,25-34,High School,2021-11-05,,True,1591,Store Operations,Sales Associate,Associate,Full-time,35602.36,STR014,EMP000240,Briana Murray,Manager
EMP000164,Katherine Salas,35,35-44,High School,2017-12-03,2021-10-21,False,1418,Store Operations,Cashier,Entry,Part-time,16414.65,STR082,EMP000767,Tamara Riddle,Manager
EMP000165,Julie Alexander,31,25-34,Master's,2019-02-12,,True,2588,Store Operations,Cashier,Entry,Full-time,22902.9,STR120,EMP001026,Brandon Kelly,Manager
EMP000166,Anthony Everett,31,25-34,Bachelor's,2019-09-05,,True,2383,Store Operations,Sales Associate,Associate,Full-time,38023.63,STR085,EMP001224,Raymond Quinn,Manager
EMP000167,Rodney Morales,26,25-34,Bachelor's,2021-10-19,,True,1608,Store Operations,Sales Associate,Associate,Full-time,31849.36,STR043,EMP001447,Sonya Jackson,Manager
EMP000168,Mark Brown,44,35-44,Master's,2021-06-10,2024-07-17,False,1133,Store Operations,Cashier,Entry,Full-time,23865.19,STR112,EMP001680,Zachary Santiago,Manager
EMP000169,Justin Torres,26,25-34,Bachelor's,2020-06-06,2021-05-22,False,350,Store Operations,Cashier,Entry,Seasonal,8963.1,STR049,EMP002493,Eric Williams,Manager
EMP000170,Bailey Duran DDS,32,25-34,High School,2020-05-25,,True,2120,Store Operations,Cashier,Entry,Full-time,27908.93,STR125,EMP002827,Amanda Wright,Manager
EMP000171,Courtney Mills,35,35-44,High School,2016-09-30,,True,3453,Store Operations,Sales Associate,Associate,Part-time,21678.46,STR023,EMP001131,Michelle Walls,Executive
EMP000172,Jeremy Dalton,25,25-34,Bachelor's,2021-07-11,,True,1708,Store Operations,Sales Associate,Associate,Full-time,28199.05,STR085,EMP002456,Jennifer Moore,Executive
EMP000173,Elizabeth Oliver DDS,23,<25,High School,2019-05-25,,True,2486,Store Operations,Sales Associate,Associate,Full-time,34145.12,STR027,EMP000529,Melissa Bishop,Senior Manager
EMP000174,Theresa Clark,31,25-34,High School,2021-12-05,,True,1561,Store Operations,Cashier,Entry,Part-time,14558.97,STR110,EMP001305,Tina Walter,Senior Manager
EMP000175,Matthew Moore,24,<25,Bachelor's,2019-03-05,,True,2567,Store Operations,Sales Associate,Associate,Part-time,21445.24,STR128,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000176,Benjamin Smith,33,25-34,Bachelor's,2018-03-18,,True,2919,Store Operations,Cashier,Entry,Part-time,14246.2,STR009,EMP002436,Miranda Murray,Senior Manager
EMP000177,Kirk Carter,21,<25,High School,2021-05-12,,True,1768,Store Operations,Sales Associate,Associate,Full-time,36291.25,STR034,EMP002585,Kara Rogers,Senior Manager
EMP000178,Michael Warner,41,35-44,Master's,2019-11-17,,True,2310,Store Operations,Cashier,Entry,Full-time,25867.35,STR033,EMP002684,David James,Senior Manager
EMP000179,Michael Bradshaw,44,35-44,High School,2012-01-04,,True,5184,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49050.95,STR021,EMP002712,Scott Meza,Senior Manager
EMP000180,Lori Guerrero,27,25-34,Some College,2016-11-17,,True,3405,Store Operations,Cashier,Entry,Part-time,14025.13,STR115,EMP000053,Rebecca Valencia,Manager
EMP000181,Jessica Stephens,21,<25,Master's,2021-06-10,2023-01-30,False,599,Store Operations,Sales Associate,Associate,Full-time,32092.8,STR078,EMP000121,Jamie Walton,Manager
EMP000182,Susan Serrano,21,<25,Bachelor's,2021-04-14,,True,1796,Store Operations,Cashier,Entry,Seasonal,9253.89,STR028,EMP000240,Briana Murray,Manager
EMP000183,Christopher Parker,30,25-34,High School,2017-06-27,,True,3183,Store Operations,Sales Associate,Associate,Full-time,39096.32,STR064,EMP000520,Michael Johnson,Manager
EMP000184,Laura Roberts,37,35-44,High School,2021-03-25,,True,1816,Store Operations,Cashier,Entry,Full-time,30773.39,STR008,EMP000767,Tamara Riddle,Manager
EMP000185,Michael Lyons,36,35-44,Bachelor's,2021-12-04,,True,1562,Store Operations,Cashier,Entry,Part-time,14747.65,STR149,EMP001026,Brandon Kelly,Manager
EMP000186,Kathryn Snyder,27,25-34,Master's,2019-01-27,,True,2604,Store Operations,Sales Associate,Associate,Part-time,21551.89,STR065,EMP001224,Raymond Quinn,Manager
EMP000187,Andrew Reynolds,44,35-44,Master's,2019-12-27,,True,2270,Store Operations,Cashier,Entry,Full-time,30172.22,STR038,EMP001447,Sonya Jackson,Manager
EMP000188,David Davis,28,25-34,Some College,2021-09-11,,True,1646,Store Operations,Shift Supervisor,Supervisor,Full-time,51993.61,STR091,EMP001680,Zachary Santiago,Manager
EMP000189,Sara Johnston,36,35-44,Bachelor's,2016-10-16,,True,3437,Store Operations,Cashier,Entry,Seasonal,10918.6,STR099,EMP002163,Mr. William Ward,Manager
EMP000190,Yvonne Chambers,28,25-34,High School,2020-01-18,,True,2248,Store Operations,Sales Associate,Associate,Full-time,30902.23,STR043,EMP002493,Eric Williams,Manager
EMP000191,Andrew Avila,34,25-34,Some College,2021-03-30,,True,1811,Store Operations,Cashier,Entry,Full-time,22931.03,STR088,EMP002827,Amanda Wright,Manager
EMP000192,Matthew Moon,53,45-54,Master's,2020-07-06,,True,2078,Store Operations,Sales Associate,Associate,Full-time,38766.59,STR045,EMP001680,Zachary Santiago,Manager
EMP000193,Kevin Walters,23,<25,Bachelor's,2019-07-18,2023-07-12,False,1455,Store Operations,Sales Associate,Associate,Seasonal,15522.01,STR008,EMP001131,Michelle Walls,Executive
EMP000194,Brandon Bailey MD,39,35-44,Master's,2019-12-23,,True,2274,Store Operations,Sales Associate,Associate,Part-time,21358.33,STR082,EMP002456,Jennifer Moore,Executive
EMP000195,Shannon Rivera,37,35-44,Some College,2019-08-02,,True,2417,Store Operations,Cashier,Entry,Part-time,15234.18,STR142,EMP000529,Melissa Bishop,Senior Manager
EMP000196,Donna Landry,29,25-34,Bachelor's,2021-08-04,2023-03-04,False,577,Store Operations,Cashier,Entry,Full-time,25492.1,STR094,EMP001305,Tina Walter,Senior Manager
EMP000197,Krista Gibson,34,25-34,Bachelor's,2016-09-22,,True,3461,Store Operations,Cashier,Entry,Full-time,29259.56,STR038,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000198,Frank Cordova,24,<25,High School,2021-10-29,,True,1598,Store Operations,Cashier,Entry,Part-time,18582.66,STR098,EMP002436,Miranda Murray,Senior Manager
EMP000199,Jose Travis,22,<25,Bachelor's,2020-02-03,,True,2232,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,48306.3,STR034,EMP002585,Kara Rogers,Senior Manager
EMP000200,Kimberly Gutierrez,28,25-34,High School,2018-11-10,2024-02-05,False,1913,Store Operations,Sales Associate,Associate,Full-time,37358.51,STR126,EMP002684,David James,Senior Manager
EMP000201,Isaiah Avila,46,45-54,Some College,2021-09-02,2022-01-04,False,124,Store Operations,Cashier,Entry,Seasonal,11368.13,STR045,EMP001680,Zachary Santiago,Manager
EMP000202,Olivia Harris,27,25-34,Bachelor's,2021-03-07,,True,1834,Store Operations,Cashier,Entry,Full-time,22841.4,STR125,EMP002712,Scott Meza,Senior Manager
EMP000203,Tanya Kim,49,45-54,High School,2012-12-11,,True,4842,Store Operations,Cashier,Entry,Full-time,23616.29,STR022,EMP000053,Rebecca Valencia,Manager
EMP000204,Barbara Dudley,33,25-34,High School,2021-08-07,2022-12-04,False,484,Store Operations,Cashier,Entry,Full-time,30985.54,STR109,EMP000121,Jamie Walton,Manager
EMP000205,Cynthia Moore,32,25-34,Some College,2021-08-10,,True,1678,Store Operations,Cashier,Entry,Full-time,28064.29,STR017,EMP000240,Briana Murray,Manager
EMP000206,Kristen Davis,43,35-44,Bachelor's,2019-11-18,,True,2309,Store Operations,Cashier,Entry,Full-time,22091.97,STR101,EMP000520,Michael Johnson,Manager
EMP000207,Susan Murray MD,26,25-34,Some College,2021-12-02,,True,1564,Store Operations,Sales Associate,Associate,Full-time,29217.66,STR046,EMP000767,Tamara Riddle,Manager
EMP000208,Kathleen Moran,29,25-34,High School,2013-04-28,,True,4704,Store Operations,Sales Associate,Associate,Full-time,35962.02,STR102,EMP001026,Brandon Kelly,Manager
EMP000209,Denise Davenport,22,<25,High School,2020-02-13,,True,2222,Store Operations,Cashier,Entry,Full-time,22050.62,STR004,EMP001224,Raymond Quinn,Manager
EMP000210,Mrs. Kristen Reyes,56,55+,High School,2021-12-30,2024-12-02,False,1068,Store Operations,Cashier,Entry,Part-time,14164.85,STR038,EMP001447,Sonya Jackson,Manager
EMP000211,Katie Suarez,48,45-54,Bachelor's,2019-03-12,,True,2560,Store Operations,Sales Associate,Associate,Full-time,34584.81,STR035,EMP002163,Mr. William Ward,Manager
EMP000212,Desiree Tyler,29,25-34,High School,2021-07-06,,True,1713,Store Operations,Cashier,Entry,Full-time,28918.95,STR065,EMP002493,Eric Williams,Manager
EMP000213,Timothy Romero,39,35-44,High School,2019-08-26,,True,2393,Store Operations,Cashier,Entry,Full-time,28519.61,STR009,EMP002827,Amanda Wright,Manager
EMP000214,Diane Evans,37,35-44,Some College,2021-11-08,2024-08-14,False,1010,Store Operations,Sales Associate,Associate,Full-time,30691.23,STR034,EMP001131,Michelle Walls,Executive
EMP000215,Yvonne Burns,44,35-44,Some College,2019-04-25,,True,2516,Store Operations,Cashier,Entry,Part-time,17473.08,STR034,EMP002456,Jennifer Moore,Executive
EMP000216,Joshua Reed,31,25-34,Some College,2021-04-29,,True,1781,Store Operations,Cashier,Entry,Part-time,14623.49,STR013,EMP002493,Eric Williams,Manager
EMP000217,Kimberly Gibson,39,35-44,High School,2017-08-02,,True,3147,Store Operations,Cashier,Entry,Full-time,25254.0,STR114,EMP002712,Scott Meza,Senior Manager
EMP000218,Colin Terry,24,<25,High School,2021-04-03,,True,1807,Store Operations,Cashier,Entry,Part-time,17678.95,STR119,EMP000121,Jamie Walton,Manager
EMP000219,Cynthia Rowe,25,25-34,High School,2021-04-18,2024-10-04,False,1265,Store Operations,Cashier,Entry,Part-time,17097.8,STR069,EMP000529,Melissa Bishop,Senior Manager
EMP000220,Patrick Thornton,31,25-34,Bachelor's,2021-04-24,,True,1786,Store Operations,Sales Associate,Associate,Full-time,38190.68,STR051,EMP001305,Tina Walter,Senior Manager
EMP000221,Jasmin Alvarado,25,25-34,Bachelor's,2021-11-28,,True,1568,Store Operations,Shift Supervisor,Supervisor,Full-time,53837.03,STR138,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000222,Veronica Simpson,40,35-44,Master's,2014-08-05,,True,4240,Store Operations,Cashier,Entry,Part-time,16609.85,STR021,EMP002436,Miranda Murray,Senior Manager
EMP000223,Jonathan Lawrence,35,35-44,Some College,2020-06-25,,True,2089,Store Operations,Cashier,Entry,Full-time,22936.75,STR105,EMP002585,Kara Rogers,Senior Manager
EMP000224,Shelly Alexander,31,25-34,Bachelor's,2020-10-28,,True,1964,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,24309.44,STR100,EMP002684,David James,Senior Manager
EMP000225,Joyce Bowen,33,25-34,High School,2020-08-14,,True,2039,Store Operations,Cashier,Entry,Full-time,24652.02,STR057,EMP000053,Rebecca Valencia,Manager
EMP000226,Matthew Moore,31,25-34,High School,2018-01-19,2023-03-26,False,1892,Store Operations,Cashier,Entry,Full-time,24439.9,STR100,EMP000240,Briana Murray,Manager
EMP000227,Wayne Morgan,31,25-34,Bachelor's,2020-08-20,,True,2033,Store Operations,Shift Supervisor,Supervisor,Full-time,59514.19,STR119,EMP000121,Jamie Walton,Manager
EMP000228,Marie Christian,35,35-44,High School,2017-09-28,,True,3090,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40896.47,STR134,EMP000520,Michael Johnson,Manager
EMP000229,Shannon James,22,<25,Bachelor's,2020-12-26,,True,1905,Store Operations,Sales Associate,Associate,Full-time,38704.56,STR051,EMP000767,Tamara Riddle,Manager
EMP000230,Nathan Malone,33,25-34,High School,2021-04-01,,True,1809,Store Operations,Cashier,Entry,Full-time,28311.39,STR098,EMP001026,Brandon Kelly,Manager
EMP000231,Amanda Jones,32,25-34,High School,2021-05-28,2022-02-14,False,262,Store Operations,Sales Associate,Associate,Seasonal,15015.09,STR017,EMP001224,Raymond Quinn,Manager
EMP000232,Tammie Bright,32,25-34,Master's,2020-02-11,,True,2224,Store Operations,Shift Supervisor,Supervisor,Full-time,51047.47,STR095,EMP001447,Sonya Jackson,Manager
EMP000233,Jessica Garcia,41,35-44,Master's,2020-04-22,,True,2153,Store Operations,Cashier,Entry,Part-time,16661.42,STR084,EMP002163,Mr. William Ward,Manager
EMP000234,Shelia Wallace,23,<25,Master's,2021-03-20,,True,1821,Store Operations,Cashier,Entry,Full-time,26925.18,STR134,EMP002827,Amanda Wright,Manager
EMP000235,Stephanie Williams,30,25-34,Some College,2020-03-14,,True,2192,Store Operations,Cashier,Entry,Part-time,14371.46,STR075,EMP001131,Michelle Walls,Executive
EMP000236,Elaine Brooks,21,<25,Master's,2021-07-10,,True,1709,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,45836.78,STR076,EMP002456,Jennifer Moore,Executive
EMP000237,Joseph Knight,26,25-34,Bachelor's,2019-05-19,,True,2492,Store Operations,Sales Associate,Associate,Seasonal,12547.71,STR141,EMP000529,Melissa Bishop,Senior Manager
EMP000238,Carolyn Miller,43,35-44,Bachelor's,2019-10-06,,True,2352,Store Operations,Sales Associate,Associate,Full-time,28291.79,STR086,EMP001305,Tina Walter,Senior Manager
EMP000239,Lisa Allen,21,<25,High School,2021-02-25,,True,1844,Store Operations,Cashier,Entry,Part-time,17072.83,STR121,EMP002436,Miranda Murray,Senior Manager
EMP000240,Briana Murray,35,35-44,Bachelor's,2021-04-04,,True,1806,Store Operations,Store Manager,Manager,Full-time,60313.32,STR071,EMP002585,Kara Rogers,Senior Manager
EMP000241,David Smith,30,25-34,Some College,2021-04-19,,True,1791,Store Operations,Sales Associate,Associate,Full-time,39285.5,STR091,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000242,Stephanie Byrd,30,25-34,Bachelor's,2016-07-08,2023-11-26,False,2697,Store Operations,Cashier,Entry,Part-time,18923.57,STR133,EMP000529,Melissa Bishop,Senior Manager
EMP000243,Jeremy Reed,45,45-54,High School,2020-03-10,,True,2196,Store Operations,Sales Associate,Associate,Part-time,23387.02,STR047,EMP002585,Kara Rogers,Senior Manager
EMP000244,Margaret Coleman,29,25-34,High School,2018-09-07,,True,2746,Store Operations,Cashier,Entry,Full-time,25701.59,STR136,EMP002684,David James,Senior Manager
EMP000245,Ryan Gonzalez,21,<25,Bachelor's,2021-03-28,,True,1813,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,35231.85,STR040,EMP002712,Scott Meza,Senior Manager
EMP000246,John Young,45,45-54,High School,2018-03-10,,True,2927,Store Operations,Sales Associate,Associate,Full-time,39139.82,STR023,EMP000053,Rebecca Valencia,Manager
EMP000247,Laura Haney,32,25-34,High School,2014-02-01,,True,4425,Store Operations,Sales Associate,Associate,Full-time,33138.21,STR047,EMP000240,Briana Murray,Manager
EMP000248,William Barrett,33,25-34,Bachelor's,2019-01-14,,True,2617,Store Operations,Cashier,Entry,Full-time,31666.55,STR101,EMP000520,Michael Johnson,Manager
EMP000249,Keith Jennings,24,<25,High School,2018-11-08,,True,2684,Store Operations,Sales Associate,Associate,Full-time,39563.44,STR032,EMP000767,Tamara Riddle,Manager
EMP000250,Amber Obrien,29,25-34,Some College,2019-11-01,2022-08-10,False,1013,Store Operations,Cashier,Entry,Seasonal,12212.04,STR123,EMP002827,Amanda Wright,Manager
EMP000251,Tanner Mitchell DDS,30,25-34,High School,2021-08-16,2022-01-12,False,149,Store Operations,Shift Supervisor,Supervisor,Full-time,47300.08,STR126,EMP001026,Brandon Kelly,Manager
EMP000252,Heather Fields,34,25-34,Bachelor's,2021-02-08,,True,1861,Store Operations,Sales Associate,Associate,Full-time,32621.17,STR112,EMP001224,Raymond Quinn,Manager
EMP000253,Megan Le,42,35-44,Bachelor's,2020-12-06,,True,1925,Store Operations,Sales Associate,Associate,Full-time,38213.64,STR078,EMP001447,Sonya Jackson,Manager
EMP000254,Sara Fuller,23,<25,Some College,2019-05-01,2024-10-15,False,1994,Store Operations,Cashier,Entry,Full-time,25169.22,STR027,EMP001680,Zachary Santiago,Manager
EMP000255,Maria Parker,37,35-44,Bachelor's,2018-05-19,,True,2857,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,37542.39,STR057,EMP002163,Mr. William Ward,Manager
EMP000256,Kevin Oconnor,32,25-34,High School,2017-11-02,,True,3055,Store Operations,Sales Associate,Associate,Full-time,34681.62,STR113,EMP002493,Eric Williams,Manager
EMP000257,Edward Burgess,23,<25,High School,2019-02-11,,True,2589,Store Operations,Cashier,Entry,Part-time,18816.93,STR112,EMP001131,Michelle Walls,Executive
EMP000258,Carlos Ryan,40,35-44,Some College,2020-12-13,,True,1918,Store Operations,Cashier,Entry,Part-time,17376.18,STR014,EMP002456,Jennifer Moore,Executive
EMP000259,Kiara Mcintyre,39,35-44,High School,2016-08-11,2022-11-12,False,2284,Store Operations,Cashier,Entry,Seasonal,11080.24,STR058,EMP001305,Tina Walter,Senior Manager
EMP000260,Dawn Summers,29,25-34,Some College,2021-01-26,,True,1874,Store Operations,Cashier,Entry,Full-time,22971.76,STR035,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000261,Dr. Paul Morgan,33,25-34,Some College,2021-08-03,,True,1685,Store Operations,Cashier,Entry,Full-time,28150.07,STR084,EMP002436,Miranda Murray,Senior Manager
EMP000262,Victor Taylor,29,25-34,Some College,2014-08-29,2016-08-29,False,731,Store Operations,Cashier,Entry,Part-time,19140.32,STR100,EMP002585,Kara Rogers,Senior Manager
EMP000263,Shannon Ramsey,35,35-44,High School,2021-07-04,,True,1715,Store Operations,Sales Associate,Associate,Part-time,17808.6,STR113,EMP002684,David James,Senior Manager
EMP000264,Tracy Ballard,39,35-44,Bachelor's,2015-01-30,2015-05-29,False,119,Store Operations,Cashier,Entry,Full-time,27183.3,STR006,EMP002712,Scott Meza,Senior Manager
EMP000265,Richard Smith,36,35-44,Some College,2018-04-13,,True,2893,Store Operations,Cashier,Entry,Full-time,30773.73,STR017,EMP000053,Rebecca Valencia,Manager
EMP000266,Jordan Chambers,33,25-34,Bachelor's,2021-10-17,2022-04-08,False,173,Store Operations,Sales Associate,Associate,Full-time,36889.22,STR063,EMP000121,Jamie Walton,Manager
EMP000267,Lauren Carson,46,45-54,High School,2019-12-17,,True,2280,Store Operations,Cashier,Entry,Full-time,28970.16,STR082,EMP000240,Briana Murray,Manager
EMP000268,Ashley Hall,29,25-34,High School,2020-11-22,,True,1939,Store Operations,Cashier,Entry,Contractor,31927.32,STR073,EMP000520,Michael Johnson,Manager
